BodyLength,CleanBodyLength,TitleLength,BodyWords,CleanBodyWords,TitleWords,ContainsCode,LinkCount,LinkLiveCount,ParagraphsCount,TagsCount,Y
879,696,38,85,85,7,True,2,0,6,5,HQ
888,109,32,195,195,5,True,0,0,4,1,LQ_CLOSE
4852,1164,149,776,776,12,True,2,0,12,5,HQ
662,615,73,85,85,15,True,0,0,3,2,HQ
781,577,61,118,118,12,True,0,0,2,3,HQ
1102,608,72,101,101,7,True,1,0,5,1,HQ
285,278,24,54,54,4,False,0,0,1,1,LQ_CLOSE
4603,4603,57,836,836,11,False,0,0,0,3,LQ_EDIT
535,521,61,97,97,12,False,0,0,2,5,LQ_CLOSE
660,660,51,122,122,10,False,0,0,0,4,LQ_EDIT
1036,1036,54,203,203,8,False,0,0,0,3,LQ_EDIT
804,592,64,84,84,9,True,1,0,6,3,LQ_CLOSE
356,338,47,45,45,7,False,1,0,2,4,LQ_CLOSE
2408,357,97,175,175,10,True,0,0,7,3,LQ_CLOSE
476,476,43,88,88,6,False,0,0,0,3,LQ_EDIT
811,811,77,145,145,13,False,0,0,0,5,LQ_EDIT
457,364,42,60,60,8,True,0,0,2,1,HQ
2127,2003,46,339,339,9,False,1,0,6,3,HQ
308,112,107,34,34,22,True,0,0,1,2,LQ_CLOSE
269,269,36,42,42,6,False,0,0,0,3,LQ_EDIT
285,105,44,23,23,5,True,0,0,3,2,HQ
361,327,52,53,53,9,True,0,0,3,1,HQ
542,531,45,85,85,9,False,1,0,1,3,LQ_CLOSE
412,248,62,47,47,10,True,0,0,3,3,HQ
734,303,92,140,140,17,False,0,0,0,4,LQ_EDIT
579,158,43,57,57,8,True,0,0,3,3,LQ_CLOSE
1650,1650,24,342,342,7,False,0,0,0,1,LQ_EDIT
813,781,31,121,121,4,False,1,0,4,4,LQ_CLOSE
196,189,58,40,40,14,False,0,0,1,2,LQ_CLOSE
3404,394,32,712,712,5,True,0,0,6,1,HQ
369,358,42,50,50,8,False,1,0,1,4,HQ
200,200,22,28,28,4,False,0,0,0,4,LQ_EDIT
343,116,25,37,37,4,True,0,0,3,1,HQ
345,324,38,57,57,6,False,0,0,3,1,HQ
1276,105,68,330,330,5,True,0,0,4,4,HQ
1205,503,76,246,246,10,True,0,0,6,4,LQ_CLOSE
2959,2959,49,1281,1281,8,False,0,0,0,5,LQ_EDIT
1310,1310,53,335,335,6,False,0,0,0,4,LQ_EDIT
934,934,56,271,271,12,False,0,0,0,3,LQ_EDIT
2904,2904,79,650,650,16,False,0,0,0,1,LQ_EDIT
758,208,51,175,175,10,True,0,0,2,3,LQ_CLOSE
231,224,58,40,40,8,False,0,0,1,5,HQ
931,931,63,200,200,10,False,0,0,0,2,LQ_EDIT
1117,1117,50,88,88,9,False,0,0,0,2,LQ_EDIT
13927,13825,55,5991,5991,11,False,0,0,0,4,LQ_EDIT
147,140,59,31,31,12,False,0,0,1,3,LQ_CLOSE
1828,258,77,335,335,10,True,0,0,8,2,HQ
761,97,38,148,148,8,True,0,0,3,2,LQ_CLOSE
489,139,53,45,45,10,True,0,0,1,2,HQ
1584,429,46,428,428,8,True,0,0,4,2,LQ_CLOSE
143,136,42,24,24,7,False,0,0,1,1,HQ
7157,1653,38,1380,1380,6,True,4,0,6,5,LQ_CLOSE
638,589,42,87,87,8,False,0,0,7,2,LQ_CLOSE
500,500,38,19,19,7,False,0,0,0,2,LQ_EDIT
315,315,27,102,102,4,False,0,0,0,1,LQ_EDIT
3354,554,55,538,538,8,True,0,0,6,4,HQ
313,286,55,38,38,8,False,1,0,2,2,HQ
678,224,34,119,119,6,True,0,0,5,3,HQ
426,393,125,37,37,23,False,0,0,0,2,LQ_EDIT
576,219,37,73,73,7,True,0,0,3,5,HQ
468,468,38,74,74,8,False,0,0,0,2,LQ_EDIT
823,462,29,105,105,5,True,0,0,5,3,HQ
1707,1037,70,197,197,10,True,0,0,7,4,HQ
520,418,30,75,75,6,False,0,0,5,4,HQ
764,707,29,102,102,4,False,2,0,7,4,HQ
354,183,56,35,35,6,True,0,0,2,1,HQ
168,168,43,32,32,6,False,0,0,0,2,LQ_EDIT
16678,16648,20,7829,7829,2,False,0,0,0,3,LQ_EDIT
171,150,91,25,25,14,False,0,0,3,1,LQ_CLOSE
211,211,56,27,27,10,False,0,0,0,4,LQ_EDIT
418,404,29,74,74,2,False,0,0,2,1,HQ
1502,633,41,204,204,10,True,0,0,3,2,LQ_CLOSE
844,337,47,117,117,9,True,0,0,3,3,LQ_CLOSE
217,210,43,36,36,4,False,0,0,1,2,HQ
1022,448,83,228,228,14,True,1,0,5,4,HQ
343,157,45,61,61,7,True,0,0,1,2,LQ_CLOSE
328,261,43,41,41,5,True,0,0,4,2,HQ
2122,220,72,704,704,13,True,0,0,2,3,LQ_CLOSE
1556,594,69,123,123,11,True,1,0,7,2,HQ
213,122,33,28,28,6,True,0,0,2,2,LQ_CLOSE
223,217,34,36,36,6,False,0,0,0,2,LQ_EDIT
291,273,20,39,39,3,False,1,0,2,4,LQ_CLOSE
1549,1549,94,411,411,19,False,0,0,0,5,LQ_EDIT
1119,1119,41,389,389,4,False,0,0,0,1,LQ_EDIT
824,824,17,224,224,3,False,0,0,0,1,LQ_EDIT
532,507,30,76,76,5,False,1,0,3,3,LQ_CLOSE
228,228,26,43,43,4,False,0,0,0,5,LQ_EDIT
325,285,58,95,95,14,False,0,0,0,3,LQ_EDIT
975,297,36,179,179,6,True,0,0,3,3,HQ
156,149,72,27,27,12,False,0,0,1,2,LQ_CLOSE
2150,971,68,274,274,8,True,0,0,5,3,HQ
636,551,36,99,99,7,True,0,0,4,1,HQ
630,581,39,45,45,7,True,1,0,2,1,LQ_CLOSE
173,173,31,47,47,7,False,0,0,0,2,LQ_EDIT
251,237,61,44,44,13,False,0,0,2,4,LQ_CLOSE
452,331,39,52,52,3,True,0,0,3,1,HQ
822,790,51,98,98,7,False,1,0,4,3,LQ_CLOSE
451,370,43,70,70,7,True,0,0,2,4,HQ
983,983,49,358,358,10,False,0,0,0,5,LQ_EDIT
648,648,35,102,102,5,False,0,0,0,1,LQ_EDIT
393,393,48,71,71,10,False,0,0,0,1,LQ_EDIT
188,174,73,24,24,14,False,0,0,2,2,HQ
244,244,86,53,53,14,False,0,0,0,5,LQ_EDIT
122,122,19,17,17,3,False,0,0,0,2,LQ_EDIT
128,104,44,21,21,8,False,0,0,1,4,LQ_CLOSE
750,191,29,127,127,4,True,0,0,3,4,HQ
235,235,59,104,104,9,False,0,0,0,2,LQ_EDIT
1766,1766,53,645,645,11,False,0,0,0,3,LQ_EDIT
477,477,46,78,78,7,False,0,0,0,1,LQ_EDIT
856,384,54,96,96,10,True,0,0,5,1,LQ_CLOSE
1086,674,21,267,267,4,False,0,0,5,2,LQ_CLOSE
211,211,82,43,43,19,False,0,0,0,1,LQ_EDIT
238,231,31,40,40,4,False,0,0,1,2,LQ_CLOSE
5789,5789,85,1403,1403,15,False,0,0,0,2,LQ_EDIT
809,759,35,124,124,8,False,0,0,2,4,HQ
478,326,50,81,81,9,True,0,0,3,1,LQ_CLOSE
504,504,37,108,108,7,False,0,0,0,1,LQ_EDIT
295,255,83,44,44,13,True,0,0,2,2,HQ
12531,12531,137,3909,3909,30,False,0,0,0,5,LQ_EDIT
180,166,30,30,30,6,False,0,0,2,3,LQ_CLOSE
302,170,62,40,40,14,True,0,0,3,1,LQ_CLOSE
2486,2434,88,1142,1142,20,False,0,0,0,2,LQ_EDIT
668,668,98,128,128,19,False,0,0,0,1,LQ_EDIT
1611,1531,33,631,631,4,False,0,0,1,4,LQ_EDIT
714,413,61,79,79,8,True,1,0,3,2,HQ
921,615,65,131,131,13,True,0,0,3,3,LQ_CLOSE
285,285,46,123,123,8,False,0,0,0,4,LQ_EDIT
135,135,49,27,27,9,False,0,0,0,1,LQ_EDIT
460,303,32,57,57,4,True,1,0,3,3,LQ_CLOSE
2068,2068,56,754,754,11,False,0,0,0,2,LQ_EDIT
5423,334,24,1777,1777,4,True,0,0,3,1,LQ_CLOSE
417,300,35,60,60,6,True,0,0,2,5,HQ
500,482,59,54,54,10,False,1,0,2,3,HQ
661,647,36,128,128,6,False,0,0,2,4,LQ_CLOSE
580,580,52,104,104,11,False,0,0,0,1,LQ_EDIT
249,249,77,46,46,13,False,0,0,0,3,LQ_EDIT
1030,577,61,168,168,10,True,0,0,4,3,HQ
1334,1334,65,423,423,14,False,0,0,0,2,LQ_EDIT
376,362,45,75,75,8,False,0,0,2,3,LQ_CLOSE
571,543,45,110,110,8,False,0,0,4,2,LQ_CLOSE
316,76,34,53,53,5,True,0,0,1,2,LQ_CLOSE
2925,349,52,981,981,10,True,0,0,2,2,LQ_CLOSE
283,36,54,23,23,9,True,0,0,1,2,LQ_CLOSE
1284,373,60,92,92,9,True,0,0,4,5,LQ_CLOSE
123,116,44,22,22,9,False,0,0,1,3,LQ_CLOSE
1583,1583,71,525,525,10,False,0,0,0,2,LQ_EDIT
685,685,43,183,183,5,False,0,0,0,2,LQ_EDIT
854,265,71,164,164,11,True,0,0,4,5,HQ
952,287,40,247,247,7,True,0,0,3,3,HQ
217,123,67,27,27,10,True,0,0,2,3,HQ
203,174,43,38,38,8,True,0,0,1,4,LQ_CLOSE
717,520,35,112,112,8,True,0,0,4,4,LQ_CLOSE
224,224,47,41,41,9,False,0,0,0,3,LQ_EDIT
734,734,49,140,140,8,False,0,0,0,2,LQ_EDIT
230,230,52,45,45,13,False,0,0,0,1,LQ_EDIT
3616,435,31,1156,1156,6,True,0,0,5,1,LQ_CLOSE
802,452,51,57,57,6,True,1,0,5,2,HQ
280,280,63,53,53,11,False,0,0,0,1,LQ_EDIT
1950,566,38,342,342,8,True,0,0,4,1,LQ_CLOSE
633,404,32,81,81,7,True,0,0,4,3,HQ
382,357,33,44,44,6,False,1,0,3,3,LQ_CLOSE
397,165,46,65,65,7,True,0,0,4,3,HQ
526,526,89,104,104,19,False,0,0,0,3,LQ_EDIT
219,205,102,33,33,16,False,0,0,2,4,HQ
272,265,32,47,47,6,False,0,0,1,1,LQ_CLOSE
1701,386,39,500,500,5,True,0,0,5,2,HQ
1133,385,24,173,173,4,True,1,0,4,1,HQ
470,470,62,160,160,11,False,0,0,0,4,LQ_EDIT
841,586,53,118,118,9,True,0,0,5,5,HQ
1831,263,31,138,138,6,True,0,0,2,3,HQ
359,359,40,111,111,8,False,0,0,0,4,LQ_EDIT
630,300,23,73,73,4,True,0,0,3,2,HQ
540,358,56,69,69,8,True,0,0,5,4,HQ
3252,319,47,790,790,7,True,0,0,5,4,LQ_CLOSE
145,145,32,32,32,6,False,0,0,0,1,LQ_EDIT
500,453,40,78,78,6,True,0,0,3,3,HQ
385,385,73,53,53,13,False,0,0,0,2,LQ_EDIT
425,220,35,81,81,5,True,0,0,3,1,LQ_CLOSE
813,353,53,93,93,6,True,0,0,6,3,LQ_CLOSE
418,418,48,70,70,10,False,0,0,0,2,LQ_EDIT
791,791,21,137,137,3,False,0,0,0,3,LQ_EDIT
243,142,41,25,25,6,True,0,0,3,2,LQ_CLOSE
799,279,57,69,69,9,True,0,0,4,3,LQ_CLOSE
480,452,39,83,83,5,False,0,0,4,3,LQ_CLOSE
1008,972,53,131,131,11,False,2,0,4,3,HQ
513,513,59,76,76,12,False,0,0,0,2,LQ_EDIT
994,697,35,133,133,6,True,1,0,5,2,HQ
762,662,38,107,107,7,False,1,0,4,2,HQ
290,131,32,35,35,6,True,0,0,1,4,HQ
155,155,67,25,25,10,False,0,0,0,3,LQ_EDIT
1142,186,50,267,267,10,True,0,0,3,1,LQ_CLOSE
929,929,45,165,165,7,False,0,0,0,3,LQ_EDIT
211,211,60,15,15,14,False,0,0,0,2,LQ_EDIT
619,573,50,76,76,8,False,1,0,6,2,LQ_CLOSE
1564,1564,47,384,384,9,False,0,0,0,1,LQ_EDIT
681,219,40,208,208,6,True,0,0,1,1,LQ_CLOSE
806,142,38,131,131,5,True,0,0,2,2,LQ_CLOSE
130,97,24,16,16,7,False,0,0,1,2,LQ_CLOSE
1176,1167,90,143,143,18,False,0,0,0,4,LQ_EDIT
307,266,32,41,41,6,False,0,0,2,4,LQ_CLOSE
739,677,43,205,205,7,False,0,0,0,2,LQ_EDIT
848,582,53,136,136,10,True,0,0,2,5,HQ
76,69,63,13,13,12,False,0,0,1,2,LQ_CLOSE
1964,183,125,238,238,13,True,0,0,3,2,HQ
1148,141,48,262,262,7,True,0,0,3,2,HQ
224,217,84,40,40,17,False,0,0,1,1,LQ_CLOSE
181,181,39,28,28,8,False,0,0,0,5,LQ_EDIT
842,384,46,118,118,5,True,0,0,6,4,HQ
504,493,63,54,54,11,False,1,0,1,3,HQ
914,498,57,158,158,7,True,0,0,3,1,HQ
305,305,35,45,45,8,False,0,0,0,2,LQ_EDIT
742,715,35,81,81,7,False,0,0,5,3,LQ_EDIT
909,316,56,114,114,10,True,0,0,3,4,HQ
966,595,59,121,121,8,True,1,2,6,3,HQ
526,508,58,71,71,9,False,1,0,2,5,LQ_CLOSE
457,428,49,55,55,7,False,2,0,3,1,HQ
182,161,27,33,33,4,False,0,0,3,4,HQ
140,133,56,24,24,9,False,0,0,1,3,HQ
3323,2539,61,448,448,7,True,1,0,19,5,HQ
651,651,62,73,73,9,False,0,0,0,3,LQ_EDIT
322,322,41,52,52,6,False,0,0,0,2,LQ_EDIT
195,188,65,30,30,11,False,0,0,1,4,HQ
792,240,24,100,100,5,True,0,0,4,1,LQ_CLOSE
96,89,53,17,17,9,False,0,0,1,3,LQ_CLOSE
466,445,47,86,86,9,False,0,0,3,1,LQ_CLOSE
419,407,36,98,98,6,False,0,0,0,2,LQ_EDIT
436,436,42,76,76,6,False,0,0,0,5,LQ_EDIT
170,163,38,29,29,5,False,0,0,1,2,LQ_CLOSE
323,183,44,30,30,9,True,0,0,3,1,HQ
812,739,47,108,108,7,True,0,0,4,1,HQ
546,329,28,59,59,5,True,0,0,5,2,HQ
741,741,75,125,125,12,False,0,0,0,3,LQ_EDIT
1603,238,76,244,244,12,True,0,0,3,5,HQ
1156,237,64,219,219,11,True,0,0,2,4,HQ
1694,1183,43,211,211,6,True,0,0,11,4,HQ
730,666,44,50,50,6,True,0,0,2,3,HQ
1064,1055,64,276,276,11,False,0,0,0,5,LQ_EDIT
615,358,23,111,111,5,True,0,0,2,2,LQ_CLOSE
269,269,107,46,46,18,False,0,0,0,4,LQ_EDIT
172,165,16,32,32,2,False,0,0,1,1,LQ_CLOSE
4824,1495,46,1593,1593,8,True,6,0,7,5,HQ
1431,655,64,143,143,9,True,1,0,5,4,HQ
4337,4327,48,575,575,10,False,0,0,0,2,LQ_EDIT
469,434,49,71,71,9,False,0,0,5,2,HQ
1011,931,26,141,141,5,False,1,0,7,5,HQ
2621,458,44,809,809,8,True,0,0,2,3,LQ_CLOSE
400,386,81,66,66,11,False,0,0,2,3,HQ
222,215,46,44,44,11,False,0,0,1,5,HQ
771,335,46,69,69,5,True,0,0,5,5,HQ
158,151,53,30,30,12,False,0,0,1,1,HQ
1212,1212,55,172,172,11,False,0,0,0,3,LQ_EDIT
171,164,21,35,35,4,False,0,0,1,2,LQ_CLOSE
852,104,28,286,286,4,False,0,0,3,2,LQ_CLOSE
1368,1368,43,309,309,6,False,0,0,0,4,LQ_EDIT
560,560,30,93,93,5,False,0,0,0,2,LQ_EDIT
1778,1756,55,307,307,9,False,2,0,2,5,LQ_CLOSE
125,125,55,23,23,10,False,0,0,0,2,LQ_EDIT
420,387,47,67,67,5,False,0,0,0,3,LQ_EDIT
543,268,56,71,71,9,True,0,0,3,2,LQ_CLOSE
1817,502,40,349,349,7,True,0,0,4,5,HQ
324,317,51,54,54,8,False,0,0,1,1,LQ_CLOSE
841,698,25,94,94,4,True,0,0,3,2,HQ
783,225,29,75,75,3,True,0,0,4,2,LQ_CLOSE
186,186,72,34,34,14,False,0,0,0,1,LQ_EDIT
3553,3553,52,656,656,10,False,0,0,0,4,LQ_EDIT
882,847,46,164,164,7,False,0,0,5,4,LQ_CLOSE
529,508,49,99,99,11,False,0,0,3,2,HQ
206,199,38,39,39,5,False,0,0,1,2,LQ_CLOSE
3397,978,74,507,507,10,True,2,0,9,4,HQ
217,210,56,43,43,12,False,0,0,1,2,LQ_CLOSE
546,514,48,77,77,9,False,1,0,4,3,LQ_CLOSE
328,328,48,53,53,11,False,0,0,0,2,LQ_EDIT
588,588,34,93,93,7,False,0,0,0,3,LQ_EDIT
600,407,56,89,89,8,True,0,0,1,3,LQ_CLOSE
104,97,40,19,19,7,False,0,0,1,3,LQ_CLOSE
1511,1414,51,127,127,5,True,0,0,5,2,LQ_CLOSE
1241,356,34,161,161,7,True,0,0,3,2,HQ
795,795,61,203,203,10,False,0,0,0,1,LQ_EDIT
290,290,31,54,54,5,False,0,0,0,3,LQ_EDIT
1552,469,32,186,186,6,True,0,0,1,3,HQ
299,299,65,54,54,13,False,0,0,0,2,LQ_EDIT
858,547,74,94,94,11,True,1,0,4,5,HQ
328,328,56,52,52,7,False,0,0,0,1,LQ_EDIT
328,229,36,44,44,6,True,0,0,3,2,HQ
804,379,66,184,184,14,True,0,0,4,1,LQ_CLOSE
267,267,47,50,50,8,False,0,0,0,2,LQ_EDIT
608,279,73,79,79,17,True,0,0,2,1,LQ_CLOSE
729,262,52,100,100,5,True,0,0,2,4,HQ
209,209,70,32,32,10,False,0,0,0,2,LQ_EDIT
379,274,25,42,42,4,True,1,0,2,2,LQ_CLOSE
2010,2010,41,632,632,4,False,0,0,0,3,LQ_EDIT
324,306,51,41,41,8,False,1,0,2,3,LQ_CLOSE
562,544,34,83,83,7,False,1,0,2,3,LQ_CLOSE
1007,979,37,176,176,7,False,0,0,4,4,HQ
4344,4266,34,878,878,6,False,0,0,0,3,LQ_EDIT
542,438,43,80,80,6,True,0,0,2,5,LQ_CLOSE
281,248,56,49,49,13,True,0,0,1,1,HQ
3532,3532,87,667,667,14,False,0,0,0,3,LQ_EDIT
586,586,42,72,72,8,False,0,0,0,5,LQ_EDIT
641,572,23,110,110,4,True,0,0,3,1,LQ_CLOSE
374,253,54,57,57,8,True,0,0,3,1,HQ
496,485,73,57,57,9,False,1,0,1,1,HQ
229,222,71,38,38,11,False,0,0,1,3,HQ
165,151,55,21,21,10,False,0,0,2,3,LQ_CLOSE
2439,897,49,635,635,7,True,1,0,6,5,HQ
10093,305,88,935,935,9,True,0,0,6,5,LQ_CLOSE
914,914,50,208,208,8,False,0,0,0,1,LQ_EDIT
135,135,51,23,23,8,False,0,0,0,5,LQ_EDIT
744,303,47,142,142,8,True,0,0,2,2,HQ
87,80,39,18,18,9,False,0,0,1,3,LQ_CLOSE
656,656,26,150,150,4,False,0,0,0,2,LQ_EDIT
674,649,47,107,107,9,False,1,0,3,2,LQ_CLOSE
398,398,38,56,56,6,False,0,0,0,3,LQ_EDIT
309,309,52,55,55,10,False,0,0,0,4,LQ_EDIT
572,206,53,85,85,10,True,1,0,3,1,HQ
440,440,86,86,86,17,False,0,0,0,3,LQ_EDIT
1572,1494,61,384,384,12,False,1,0,0,4,LQ_EDIT
152,145,38,28,28,6,False,0,0,1,2,HQ
1972,721,60,300,300,8,True,1,0,6,5,HQ
1853,1712,33,295,295,7,False,1,0,5,3,LQ_CLOSE
672,587,97,133,133,20,False,0,0,8,1,LQ_CLOSE
454,454,33,63,63,7,False,0,0,0,2,LQ_EDIT
876,876,35,148,148,6,False,0,0,0,4,LQ_EDIT
149,135,32,26,26,6,False,0,0,2,2,LQ_CLOSE
498,166,71,63,63,13,True,0,0,2,5,HQ
4558,448,46,849,849,7,True,0,0,4,4,LQ_CLOSE
1402,1015,35,253,253,5,True,0,0,5,3,HQ
1595,205,31,207,207,7,True,0,0,1,1,LQ_CLOSE
195,195,47,30,30,7,False,0,0,0,3,LQ_EDIT
552,523,51,75,75,6,False,2,0,3,1,LQ_CLOSE
505,505,66,100,100,14,False,0,0,0,2,LQ_EDIT
1205,467,51,121,121,4,True,0,0,3,4,HQ
2384,1599,94,272,272,12,True,1,0,12,5,HQ
623,210,50,101,101,6,True,0,0,3,4,HQ
217,210,56,32,32,11,False,0,0,0,1,LQ_EDIT
749,749,32,101,101,6,False,0,0,0,2,LQ_EDIT
119,105,93,19,19,14,False,0,0,2,4,LQ_CLOSE
1034,971,57,178,178,8,True,0,0,4,4,HQ
278,250,54,41,41,10,False,0,0,4,2,LQ_CLOSE
2312,2312,50,506,506,7,False,0,0,0,3,LQ_EDIT
359,359,34,170,170,7,False,0,0,0,1,LQ_EDIT
541,541,72,87,87,15,False,0,0,0,2,LQ_EDIT
883,611,41,101,101,6,True,1,0,3,2,HQ
2299,789,86,595,595,14,True,1,0,8,2,HQ
2432,2432,92,608,608,16,False,0,0,0,2,LQ_EDIT
1190,1086,25,54,54,5,False,6,0,0,2,LQ_EDIT
1045,689,45,139,139,9,True,0,0,5,5,HQ
478,241,118,62,62,24,True,0,0,5,4,LQ_CLOSE
179,172,32,30,30,6,False,0,0,1,5,LQ_CLOSE
435,241,35,98,98,7,True,0,0,2,3,LQ_CLOSE
447,447,51,77,77,11,False,0,0,0,1,LQ_EDIT
335,335,44,48,48,8,False,0,0,0,3,LQ_EDIT
1641,947,28,239,239,3,True,2,0,5,2,HQ
175,81,29,13,13,5,True,0,0,3,5,LQ_CLOSE
175,53,38,13,13,7,True,0,0,1,2,LQ_CLOSE
575,277,52,85,85,8,True,0,0,3,1,LQ_CLOSE
1875,672,35,185,185,5,True,0,0,9,3,HQ
482,482,69,137,137,15,False,0,0,0,3,LQ_EDIT
442,435,42,79,79,9,False,0,0,1,2,HQ
1180,365,61,325,325,12,True,0,0,5,5,LQ_CLOSE
313,157,39,37,37,9,True,0,0,2,2,LQ_CLOSE
286,286,56,64,64,10,False,0,0,0,2,LQ_EDIT
616,616,88,105,105,18,False,0,0,0,4,LQ_EDIT
266,266,45,43,43,7,False,0,0,0,3,LQ_EDIT
362,362,62,129,129,13,False,0,0,0,3,LQ_EDIT
245,245,31,48,48,6,False,0,0,0,2,LQ_EDIT
880,489,54,101,101,10,True,0,0,5,2,HQ
939,525,42,159,159,10,True,0,0,5,3,LQ_CLOSE
2448,2279,42,552,552,5,False,6,0,0,3,LQ_EDIT
821,686,58,109,109,8,True,0,0,3,4,HQ
5572,1170,45,1542,1542,5,True,2,0,12,3,HQ
521,391,46,77,77,10,True,0,0,3,4,HQ
1339,426,23,263,263,4,True,0,0,5,2,HQ
927,295,34,174,174,7,True,0,0,3,3,HQ
868,811,25,94,94,3,False,2,0,7,1,HQ
235,235,81,42,42,13,False,0,0,0,3,LQ_EDIT
2238,490,87,580,580,19,True,1,0,3,4,LQ_CLOSE
1279,1279,54,271,271,10,False,0,0,0,3,LQ_EDIT
528,413,15,37,37,2,False,0,0,11,3,LQ_CLOSE
411,386,78,47,47,14,False,1,0,3,2,HQ
7176,6665,19,1577,1577,2,False,6,0,1,4,LQ_EDIT
230,212,60,27,27,10,False,1,0,2,2,LQ_CLOSE
289,289,42,60,60,7,False,0,0,0,1,LQ_EDIT
243,225,43,18,18,5,False,1,0,2,3,HQ
259,158,22,21,21,3,True,1,0,2,1,HQ
5256,423,42,1551,1551,8,True,1,0,3,3,HQ
418,418,46,116,116,9,False,0,0,0,1,LQ_EDIT
220,88,62,30,30,13,True,0,0,1,4,HQ
500,413,96,68,68,18,True,0,0,5,5,LQ_CLOSE
334,327,50,60,60,5,False,0,0,1,3,HQ
452,452,45,88,88,8,False,0,0,0,3,LQ_EDIT
1007,206,17,86,86,3,True,0,0,2,2,HQ
1558,1558,52,265,265,7,False,0,0,0,5,LQ_EDIT
555,345,17,75,75,3,True,0,0,3,1,LQ_CLOSE
296,224,45,37,37,8,True,0,0,4,2,LQ_CLOSE
1071,792,51,187,187,9,True,0,0,3,5,HQ
1823,1110,39,359,359,6,True,0,0,6,1,LQ_CLOSE
530,219,24,100,100,4,True,0,0,3,2,HQ
721,357,37,163,163,6,True,0,0,3,2,HQ
159,149,34,26,26,5,False,0,0,0,2,LQ_EDIT
300,251,38,48,48,6,True,0,0,1,3,LQ_CLOSE
874,163,53,141,141,7,True,0,0,2,3,HQ
974,593,53,131,131,8,True,0,0,7,3,LQ_CLOSE
991,242,46,202,202,10,True,0,0,4,5,LQ_CLOSE
1171,771,33,163,163,5,True,0,0,5,4,HQ
517,464,71,80,80,9,True,0,0,2,5,HQ
6986,371,49,1939,1939,7,True,0,0,1,4,HQ
178,171,60,27,27,11,False,0,0,1,4,LQ_CLOSE
418,372,38,45,45,7,False,1,0,6,1,LQ_CLOSE
573,566,32,115,115,5,False,0,0,1,5,LQ_CLOSE
1654,1543,79,575,575,16,False,0,0,1,3,LQ_EDIT
688,460,42,87,87,7,True,0,0,3,3,HQ
192,67,43,31,31,9,True,0,0,3,1,LQ_CLOSE
204,197,43,36,36,7,False,0,0,1,2,HQ
3048,3048,64,877,877,11,False,0,0,0,5,LQ_EDIT
271,246,59,25,25,8,False,1,0,3,2,HQ
598,437,29,78,78,8,True,0,0,2,1,HQ
1702,1397,68,270,270,12,True,0,0,9,2,LQ_CLOSE
1359,885,61,83,83,9,True,4,0,5,5,HQ
722,722,63,138,138,11,False,0,0,0,2,LQ_EDIT
1127,564,65,154,154,11,True,0,0,4,3,HQ
1127,850,60,187,187,9,True,0,0,5,5,HQ
1342,1342,51,224,224,9,False,0,0,0,3,LQ_EDIT
191,191,45,15,15,8,False,0,0,0,2,LQ_EDIT
1180,951,61,107,107,8,True,3,0,3,5,HQ
110,110,84,19,19,15,False,0,0,0,2,LQ_EDIT
474,428,54,58,58,7,False,1,0,6,4,HQ
1437,350,82,215,215,10,True,0,0,3,4,HQ
459,459,43,166,166,8,False,0,0,0,1,LQ_EDIT
864,466,39,158,158,5,True,0,0,3,3,HQ
139,125,48,27,27,10,False,0,0,2,4,HQ
184,89,35,15,15,7,True,0,0,2,3,LQ_CLOSE
1254,781,44,189,189,8,True,1,0,5,3,HQ
307,166,74,29,29,10,True,0,0,2,1,LQ_CLOSE
311,293,51,34,34,9,False,1,0,2,5,HQ
1786,381,121,246,246,18,True,0,0,5,3,HQ
1755,1755,52,473,473,7,False,0,0,0,2,LQ_EDIT
70,70,49,12,12,6,False,0,0,0,2,LQ_EDIT
226,192,53,33,33,10,True,0,0,3,3,HQ
464,127,28,54,54,5,True,0,0,2,2,HQ
779,775,41,187,187,5,False,0,0,0,3,LQ_EDIT
389,375,38,71,71,7,False,0,0,2,4,HQ
520,340,43,109,109,9,True,0,0,1,1,LQ_CLOSE
832,687,89,112,112,15,True,2,0,3,2,HQ
440,388,39,53,53,8,True,0,0,3,2,LQ_CLOSE
247,233,59,42,42,11,False,0,0,2,4,LQ_CLOSE
514,150,50,104,104,11,True,0,0,1,1,LQ_CLOSE
272,272,33,58,58,5,False,0,0,0,4,LQ_EDIT
518,266,54,108,108,9,True,0,0,2,3,HQ
2196,976,59,284,284,9,True,1,0,12,3,HQ
206,206,57,39,39,12,False,0,0,0,4,LQ_EDIT
503,496,42,90,90,6,False,0,0,1,4,LQ_CLOSE
175,147,63,18,18,12,False,0,0,0,1,LQ_EDIT
1567,463,52,257,257,8,True,1,0,5,5,LQ_CLOSE
314,293,76,48,48,11,False,0,0,3,4,LQ_CLOSE
204,196,59,43,43,13,False,0,0,0,2,LQ_EDIT
94,87,49,15,15,10,False,0,0,1,2,LQ_CLOSE
1941,1828,101,122,122,17,False,0,0,0,4,LQ_EDIT
3223,3219,19,539,539,3,False,0,0,0,3,LQ_EDIT
519,519,49,90,90,9,False,0,0,0,3,LQ_EDIT
1063,1055,51,243,243,11,False,0,0,0,2,LQ_EDIT
879,879,94,150,150,13,False,0,0,0,5,LQ_EDIT
2132,836,36,185,185,6,True,2,0,6,3,HQ
227,120,76,21,21,14,True,0,0,3,3,LQ_CLOSE
